['cotacaoCompra', 'cotacaoVenda', 'dataHoraCotacao']
5.0629;5.0635;2021-06-10
5.1184;5.119;2021-06-11
5.0701;5.0707;2021-06-14
5.0868;5.0874;2021-06-15
5.0201;5.0207;2021-06-16
5.0353;5.0359;2021-06-17
5.0308;5.0314;2021-06-18
5.0367;5.0373;2021-06-21
5.0172;5.0178;2021-06-22
4.9513;4.9519;2021-06-23
4.9271;4.9277;2021-06-24
4.92;4.9206;2021-06-25
4.9414;4.942;2021-06-28
4.9444;4.945;2021-06-29
5.0016;5.0022;2021-06-30
5.0049;5.0055;2021-07-01
5.0287;5.0293;2021-07-02
5.0743;5.0749;2021-07-05
5.1639;5.1645;2021-07-06
5.2322;5.2328;2021-07-07
5.2581;5.2587;2021-07-08
5.237;5.2393;2021-07-09
5.2233;5.2239;2021-07-12
5.1764;5.177;2021-07-13
5.0874;5.088;2021-07-14
5.0994;5.1;2021-07-15
5.0935;5.0941;2021-07-16
5.1972;5.1978;2021-07-19
5.2459;5.2465;2021-07-20
5.251;5.2516;2021-07-21
5.1972;5.1978;2021-07-22
5.1695;5.1701;2021-07-23
5.1857;5.1863;2021-07-26
5.1663;5.1669;2021-07-27
5.1521;5.1527;2021-07-28
5.0676;5.0682;2021-07-29
5.121;5.1216;2021-07-30
5.1373;5.1379;2021-08-02
5.2458;5.2464;2021-08-03
5.2085;5.2091;2021-08-04
5.1459;5.1464;2021-08-05
5.2404;5.241;2021-08-06
5.2768;5.2774;2021-08-09
5.2211;5.2217;2021-08-10
5.2007;5.2013;2021-08-11
5.2345;5.2351;2021-08-12
5.2468;5.2474;2021-08-13
5.2489;5.2495;2021-08-16
5.2579;5.2585;2021-08-17
5.3019;5.3025;2021-08-18
5.4174;5.418;2021-08-19
5.4268;5.4274;2021-08-20
5.368;5.3686;2021-08-23
5.3011;5.3017;2021-08-24
5.2459;5.2465;2021-08-25
5.2423;5.2429;2021-08-26
5.2194;5.22;2021-08-27
5.1946;5.1952;2021-08-30
5.1427;5.1433;2021-08-31
5.157;5.1576;2021-09-01
5.1729;5.1735;2021-09-02
5.1679;5.1685;2021-09-03
5.1767;5.1773;2021-09-06
5.2518;5.2524;2021-09-08
5.2819;5.2825;2021-09-09
5.2152;5.2158;2021-09-10
5.2184;5.219;2021-09-13
5.2254;5.226;2021-09-14
5.257;5.2576;2021-09-15
5.2588;5.2594;2021-09-16
5.3097;5.3103;2021-09-17
5.3326;5.3332;2021-09-20
5.3038;5.3044;2021-09-21
5.2777;5.2783;2021-09-22
5.2885;5.2891;2021-09-23
5.3429;5.3435;2021-09-24
5.3472;5.3478;2021-09-27
5.42;5.4206;2021-09-28
5.4167;5.4173;2021-09-29
5.4388;5.4394;2021-09-30
5.3905;5.3911;2021-10-01
5.4198;5.4204;2021-10-04
5.4605;5.4611;2021-10-05
5.5091;5.5097;2021-10-06
5.5134;5.514;2021-10-07
5.5078;5.5084;2021-10-08
5.5155;5.5161;2021-10-11
5.5464;5.5471;2021-10-13
5.4982;5.4988;2021-10-14
5.4504;5.451;2021-10-15
5.5187;5.5193;2021-10-18
5.5515;5.5521;2021-10-19
5.5565;5.5571;2021-10-20
5.6417;5.6423;2021-10-21
5.7111;5.7117;2021-10-22
5.5967;5.5973;2021-10-25
5.5794;5.58;2021-10-26
5.5661;5.5667;2021-10-27
5.6118;5.6124;2021-10-28
5.6424;5.643;2021-10-29
5.6688;5.6694;2021-11-01
5.6666;5.6672;2021-11-03
5.5936;5.5942;2021-11-04
5.5449;5.5455;2021-11-05
5.5621;5.5627;2021-11-08
5.4951;5.4957;2021-11-09
5.4584;5.459;2021-11-10
5.4165;5.4171;2021-11-11
5.4193;5.4199;2021-11-12
5.4766;5.4772;2021-11-16
5.4987;5.4993;2021-11-17
5.5464;5.547;2021-11-18
5.5578;5.5584;2021-11-19
5.5835;5.5841;2021-11-22
5.645;5.6456;2021-11-23
5.6021;5.6027;2021-11-24
5.5734;5.574;2021-11-25
5.5859;5.5865;2021-11-26
5.6112;5.6118;2021-11-29
5.6193;5.6199;2021-11-30
5.6162;5.6168;2021-12-01
5.6339;5.6345;2021-12-02
5.6426;5.6432;2021-12-03
5.6871;5.6877;2021-12-06
5.6405;5.6411;2021-12-07
5.5773;5.5779;2021-12-08
5.5558;5.5564;2021-12-09
5.5925;5.5931;2021-12-10
5.6351;5.6357;2021-12-13
5.6455;5.6461;2021-12-14
5.7121;5.7127;2021-12-15
5.6957;5.6963;2021-12-16
5.6953;5.6959;2021-12-17
5.7049;5.7055;2021-12-20
5.7367;5.7372;2021-12-21
5.7195;5.7201;2021-12-22
5.6904;5.691;2021-12-23
5.6541;5.6591;2021-12-24
5.6644;5.665;2021-12-27
5.6432;5.6438;2021-12-28
5.6613;5.6619;2021-12-29
5.5799;5.5805;2021-12-30
5.5799;5.5805;2021-12-31
